"","years_AD","age_calBP","d13C","core","long","lat","d18O"
"441",-2696,4646,-26.53,"ubaque",-73.935,4.499,NA
"442",-2704,4654,-26.41,"ubaque",-73.935,4.499,NA
"443",1928,22,-11.403,"palestina",NA,NA,-6.935
"444",1925,25,-11.391,"palestina",NA,NA,-6.945
"445",1922,28,-11.43,"palestina",NA,NA,-7.13
"446",1919,31,-11.649,"palestina",NA,NA,-7.152
"447",1916,34,-11.419,"palestina",NA,NA,-7.017
"448",1913,37,-11.289,"palestina",NA,NA,-6.978
"449",1910,40,-11.435,"palestina",NA,NA,-7.108
"450",1907,43,-11.417,"palestina",NA,NA,-7.091
"451",1904,46,-11.213,"palestina",NA,NA,-7.059
"452",1901,49,-11.38,"palestina",NA,NA,-7.066
"453",1897,53,-11.403,"palestina",NA,NA,-7.015
"454",1894,56,-11.368,"palestina",NA,NA,-7.167
"455",1891,59,-11.24,"palestina",NA,NA,-7.046
"456",1888,62,-11.338,"palestina",NA,NA,-7.159
"457",1885,65,-11.292,"palestina",NA,NA,-7.169
"458",1882,68,-11.332,"palestina",NA,NA,-7.092
"459",1879,71,-11.315,"palestina",NA,NA,-7.104
"460",1876,74,-11.283,"palestina",NA,NA,-6.889
"461",1873,77,-11.428,"palestina",NA,NA,-6.957
"462",1870,80,-11.378,"palestina",NA,NA,-6.982
"463",1867,83,-11.265,"palestina",NA,NA,-6.851
"464",1864,86,-11.249,"palestina",NA,NA,-6.922
"465",1861,89,-11.253,"palestina",NA,NA,-6.959
"466",1858,92,-11.233,"palestina",NA,NA,-7.002
"467",1855,95,-11.295,"palestina",NA,NA,-6.972
"468",1852,98,-11.146,"palestina",NA,NA,-6.971
"469",1850,100,-10.671,"palestina",NA,NA,-6.912
"470",1849,101,-10.982,"palestina",NA,NA,-7.06
"471",1846,104,-10.649,"palestina",NA,NA,-7.13
"472",1842,108,-10.821,"palestina",NA,NA,-7.099
"473",1839,111,-10.909,"palestina",NA,NA,-7.064
"474",1838,112,-10.708,"palestina",NA,NA,-7.105
"475",1833,117,-10.751,"palestina",NA,NA,-7.034
"476",1830,120,-10.832,"palestina",NA,NA,-7
"477",1829,121,-10.905,"palestina",NA,NA,-7.045
"478",1825,125,-11.238,"palestina",NA,NA,-7.402
"479",1824,126,-11.279,"palestina",NA,NA,-7.136
"480",1821,129,-10.591,"palestina",NA,NA,-7.103
"481",1818,132,-11.147,"palestina",NA,NA,-7.072
"482",1815,135,-10.86,"palestina",NA,NA,-7.132
"483",1813,137,-10.337,"palestina",NA,NA,-6.964
"484",1812,138,-10.984,"palestina",NA,NA,-7.073
"485",1809,141,-10.702,"palestina",NA,NA,-7.005
"486",1806,144,-11.053,"palestina",NA,NA,-6.975
"487",1805,145,-10.644,"palestina",NA,NA,-7.305
"488",1800,150,-10.882,"palestina",NA,NA,-7.042
"489",1797,153,-11.071,"palestina",NA,NA,-6.9
"490",1796,154,-10.376,"palestina",NA,NA,-6.897
"491",1794,156,-10.971,"palestina",NA,NA,-6.902
"492",1792,158,-10.9,"palestina",NA,NA,-7.295
"493",1790,160,-10.97,"palestina",NA,NA,-6.939
"494",1788,162,-10.586,"palestina",NA,NA,-7.182
"495",1787,163,-10.913,"palestina",NA,NA,-7.022
"496",1784,166,-10.611,"palestina",NA,NA,-7.146
"497",1782,168,-11.138,"palestina",NA,NA,-7.176
"498",1780,170,-10.802,"palestina",NA,NA,-7.144
"499",1778,172,-10.635,"palestina",NA,NA,-7.038
"500",1775,175,-10.785,"palestina",NA,NA,-7.071
"501",1773,177,-10.878,"palestina",NA,NA,-7.133
"502",1771,179,-10.128,"palestina",NA,NA,-6.989
"503",1768,182,-10.813,"palestina",NA,NA,-7.008
"504",1767,183,-10.025,"palestina",NA,NA,-6.642
"505",1766,184,-10.756,"palestina",NA,NA,-6.947
"506",1764,186,-10.774,"palestina",NA,NA,-6.987
"507",1763,187,-10.776,"palestina",NA,NA,NA
"508",1762,188,-10.648,"palestina",NA,NA,-7.064
"509",1759,191,-10.687,"palestina",NA,NA,-7.206
"510",1757,193,-10.448,"palestina",NA,NA,-6.991
"511",1755,195,-10.049,"palestina",NA,NA,-7.049
"512",1753,197,-10.774,"palestina",NA,NA,-6.976
"513",1751,199,-10.243,"palestina",NA,NA,-7.53
"514",1750,200,-10.648,"palestina",NA,NA,-7.043
"515",1748,202,-10.43,"palestina",NA,NA,-7.294
"516",1747,203,-10.52,"palestina",NA,NA,-7.588
"517",1746,204,-9.823,"palestina",NA,NA,-7.049
"518",1744,206,-10.009,"palestina",NA,NA,-7.324
"519",1741,209,-10.11,"palestina",NA,NA,-7.433
"520",1739,211,-10.134,"palestina",NA,NA,-7.324
"521",1738,212,-10.374,"palestina",NA,NA,-7.335
"522",1737,213,-10.324,"palestina",NA,NA,-7.171
"523",1734,216,-10.199,"palestina",NA,NA,-7.052
"524",1732,218,-10.605,"palestina",NA,NA,-6.977
"525",1730,220,-10.721,"palestina",NA,NA,-7.058
"526",1728,222,-10.634,"palestina",NA,NA,-7.107
"527",1726,224,-10.303,"palestina",NA,NA,-7.049
"528",1725,225,-10.668,"palestina",NA,NA,-7.25
"529",1723,227,-10.675,"palestina",NA,NA,-7.171
"530",1722,228,-10.442,"palestina",NA,NA,-7.271
"531",1721,229,-10.566,"palestina",NA,NA,-7.06
"532",1719,231,-10.526,"palestina",NA,NA,-7.123
"533",1718,232,-10.087,"palestina",NA,NA,-6.984
"534",1716,234,-10.599,"palestina",NA,NA,-7.154
"535",1714,236,-10.147,"palestina",NA,NA,-7.174
"536",1712,238,-10.651,"palestina",NA,NA,-7.331
"537",1710,240,-10.463,"palestina",NA,NA,-7.273
"538",1709,241,-10.55,"palestina",NA,NA,-7.165
"539",1707,243,-10.507,"palestina",NA,NA,-7.151
"540",1705,245,-10.563,"palestina",NA,NA,-7.136
"541",1703,247,-10.718,"palestina",NA,NA,-7.041
"542",1702,248,-9.967,"palestina",NA,NA,-6.9
"543",1700,250,-10.709,"palestina",NA,NA,-7.124
"544",1698,252,-10.526,"palestina",NA,NA,-7.175
"545",1696,254,-10.61,"palestina",NA,NA,-7.042
"546",1694,256,-10.808,"palestina",NA,NA,-7.192
"547",1691,259,-10.676,"palestina",NA,NA,-7.175
"548",1689,261,-10.55,"palestina",NA,NA,-7.268
"549",1687,263,-10.068,"palestina",NA,NA,-7.268
"550",1684,266,-10.805,"palestina",NA,NA,-7.159
"551",1682,268,-10.757,"palestina",NA,NA,-7.261
"552",1680,270,-9.827,"palestina",NA,NA,-7.12
"553",1678,272,-10.685,"palestina",NA,NA,-7.259
"554",1675,275,-10.311,"palestina",NA,NA,-7.13
"555",1673,277,-10.105,"palestina",NA,NA,-6.79
"556",1672,278,-10.023,"palestina",NA,NA,-7.412
"557",1671,279,-10.28,"palestina",NA,NA,-7.103
"558",1665,285,-9.823,"palestina",NA,NA,-7.303
"559",1664,286,-10.058,"palestina",NA,NA,-7.01
"560",1658,292,-10.008,"palestina",NA,NA,-7.413
"561",1657,293,-9.571,"palestina",NA,NA,-6.942
"562",1651,299,-9.739,"palestina",NA,NA,-7.15
"563",1643,307,-9.407,"palestina",NA,NA,-6.987
"564",1638,312,-9.665,"palestina",NA,NA,-7.168
"565",1635,315,-9.651,"palestina",NA,NA,-7.214
"566",1632,318,-9.46,"palestina",NA,NA,-6.746
"567",1628,322,-9.952,"palestina",NA,NA,-7.344
"568",1625,325,-9.872,"palestina",NA,NA,-7.208
"569",1620,330,-9.712,"palestina",NA,NA,-7.344
"570",1619,331,-9.604,"palestina",NA,NA,-7.07
"571",1613,337,-9.747,"palestina",NA,NA,-7.052
"572",1606,344,-9.624,"palestina",NA,NA,-7.046
"573",1605,345,-9.603,"palestina",NA,NA,-7.282
"574",1600,350,-9.884,"palestina",NA,NA,-7.167
"575",1598,352,-9.725,"palestina",NA,NA,-7.661
"576",1593,357,-9.917,"palestina",NA,NA,-7.155
"577",1588,362,-9.351,"palestina",NA,NA,-6.938
"578",1587,363,-9.412,"palestina",NA,NA,-7.396
"579",1583,367,-10.057,"palestina",NA,NA,-7.504
"580",1580,370,-9.678,"palestina",NA,NA,-7.166
"581",1578,372,-9.725,"palestina",NA,NA,-7.213
"582",1574,376,-9.792,"palestina",NA,NA,-7.225
"583",1573,377,-10.119,"palestina",NA,NA,-7.526
"584",1569,381,-10.063,"palestina",NA,NA,-7.369
"585",1567,383,-9.787,"palestina",NA,NA,-7.347
"586",1564,386,-10.129,"palestina",NA,NA,-7.19
"587",1561,389,-9.75,"palestina",NA,NA,-7.037
"588",1559,391,-10.187,"palestina",NA,NA,-7.351
"589",1554,396,-10.311,"palestina",NA,NA,-7.241
"590",1549,401,-10.456,"palestina",NA,NA,-7.598
"591",1548,402,-9.466,"palestina",NA,NA,-7.083
"592",1544,406,-9.984,"palestina",NA,NA,-7.221
"593",1541,409,-9.5,"palestina",NA,NA,-7.24
"594",1539,411,-10.231,"palestina",NA,NA,-7.56
"595",1535,415,-9.444,"palestina",NA,NA,-7.119
"596",1534,416,-9.92,"palestina",NA,NA,-7.314
"597",1530,420,-10.132,"palestina",NA,NA,-7.28
"598",1528,422,-9.463,"palestina",NA,NA,-6.986
"599",1525,425,-10.082,"palestina",NA,NA,-7.413
"600",1522,428,-9.332,"palestina",NA,NA,-6.969
"601",1520,430,-10.231,"palestina",NA,NA,-7.455
"602",1517,433,-8.975,"palestina",NA,NA,-7.074
"603",1515,435,-10.349,"palestina",NA,NA,-7.459
"604",1513,437,-9.165,"palestina",NA,NA,-7.166
"605",1508,442,-9.002,"palestina",NA,NA,-7.14
"606",1505,445,-10.153,"palestina",NA,NA,-7.315
"607",1504,446,-8.727,"palestina",NA,NA,-7.218
"608",1501,449,-9.904,"palestina",NA,NA,-7.131
"609",1499,451,-9.022,"palestina",NA,NA,-7.176
"610",1497,453,-9.854,"palestina",NA,NA,-7.152
"611",1495,455,-8.567,"palestina",NA,NA,-7.131
"612",1492,458,-10.022,"palestina",NA,NA,-7.427
"613",1491,459,-8.698,"palestina",NA,NA,-7.194
"614",1488,462,-10.126,"palestina",NA,NA,-7.657
"615",1486,464,-8.787,"palestina",NA,NA,-7.275
"616",1484,466,-9.618,"palestina",NA,NA,-7.297
"617",1482,468,-8.839,"palestina",NA,NA,-7.192
"618",1480,470,-9.953,"palestina",NA,NA,-7.653
"619",1477,473,-8.693,"palestina",NA,NA,-7.24
"620",1476,474,-9.317,"palestina",NA,NA,-7.23
"621",1473,477,-8.229,"palestina",NA,NA,-7.301
"622",1471,479,-9.794,"palestina",NA,NA,-7.586
"623",1468,482,-8.465,"palestina",NA,NA,-7.22
"624",1467,483,-9.585,"palestina",NA,NA,-7.337
"625",1464,486,-8.319,"palestina",NA,NA,-7.264
"626",1463,487,-9.604,"palestina",NA,NA,-7.281
"627",1459,491,-9.983,"palestina",NA,NA,-7.349
"628",1455,495,-9.684,"palestina",NA,NA,-7.123
"629",1450,500,-9.309,"palestina",NA,NA,-7.245
"630",1448,502,-9.575,"palestina",NA,NA,-7.587
"631",1446,504,-9.406,"palestina",NA,NA,-7.173
"632",1443,507,-9.53,"palestina",NA,NA,-7.308
"633",1442,508,-8.13,"palestina",NA,NA,-6.911
"634",1441,509,-9.517,"palestina",NA,NA,-7.479
"635",1438,512,-9.231,"palestina",NA,NA,-7.243
"636",1437,513,-8.732,"palestina",NA,NA,-6.822
"637",1436,514,-9.264,"palestina",NA,NA,-7.31
"638",1434,516,-9.081,"palestina",NA,NA,-7.055
"639",1433,517,-8.764,"palestina",NA,NA,-7.305
"640",1431,519,-9.224,"palestina",NA,NA,-7.407
"641",1429,521,-9.323,"palestina",NA,NA,-7.41
"642",1428,522,-8.441,"palestina",NA,NA,-6.921
"643",1426,524,-9.35,"palestina",NA,NA,-7.411
"644",1424,526,-9.244,"palestina",NA,NA,-7.117
"645",1422,528,-9.703,"palestina",NA,NA,-7.607
"646",1419,531,-9.353,"palestina",NA,NA,-7.147
"647",1417,533,-9.255,"palestina",NA,NA,-7.247
"648",1415,535,-8.692,"palestina",NA,NA,-7.106
"649",1414,536,-8.771,"palestina",NA,NA,-7.005
"650",1412,538,-9.031,"palestina",NA,NA,-7.31
"651",1410,540,-8.753,"palestina",NA,NA,-7.06
"652",1407,543,-8.723,"palestina",NA,NA,-7.037
"653",1406,544,-9.107,"palestina",NA,NA,-7.053
"654",1405,545,-8.808,"palestina",NA,NA,-7.203
"655",1402,548,-8.819,"palestina",NA,NA,-7.604
"656",1401,549,-8.823,"palestina",NA,NA,-6.801
"657",1400,550,-8.519,"palestina",NA,NA,-7.13
"658",1397,553,-8.342,"palestina",NA,NA,-6.861
"659",1395,555,-8.231,"palestina",NA,NA,-6.948
"660",1393,557,-8.6,"palestina",NA,NA,-7.137
"661",1391,559,-8.475,"palestina",NA,NA,-7.282
"662",1388,562,-8.656,"palestina",NA,NA,-7.221
"663",1387,563,-8.27,"palestina",NA,NA,-6.993
"664",1384,566,-8.701,"palestina",NA,NA,-7.058
"665",1383,567,-8.478,"palestina",NA,NA,-6.841
"666",1379,571,-9.014,"palestina",NA,NA,-7.094
"667",1376,574,-8.848,"palestina",NA,NA,-7.205
"668",1375,575,-8.566,"palestina",NA,NA,-6.967
"669",1372,578,-8.495,"palestina",NA,NA,-6.944
"670",1370,580,-8.478,"palestina",NA,NA,-7.009
"671",1368,582,-8.332,"palestina",NA,NA,-7.006
"672",1366,584,-8.61,"palestina",NA,NA,-7.16
"673",1364,586,-8.867,"palestina",NA,NA,-7.114
"674",1361,589,-8.589,"palestina",NA,NA,-7.084
"675",1360,590,-9.007,"palestina",NA,NA,-7.058
"676",1357,593,-8.783,"palestina",NA,NA,-7.037
"677",1356,594,-9.523,"palestina",NA,NA,-7.288
"678",1352,598,-8.617,"palestina",NA,NA,-7.036
"679",1348,602,-8.864,"palestina",NA,NA,-7.138
"680",1344,606,-9.384,"palestina",NA,NA,-7.206
"681",1340,610,-9.458,"palestina",NA,NA,-7.198
"682",1339,611,-9.227,"palestina",NA,NA,-7.032
"683",1337,613,-9.301,"palestina",NA,NA,-6.785
"684",1333,617,-9.528,"palestina",NA,NA,-7.241
"685",1332,618,-9.409,"palestina",NA,NA,-7.027
"686",1329,621,-9.297,"palestina",NA,NA,-6.899
"687",1325,625,-8.788,"palestina",NA,NA,-6.577
"688",1324,626,-9.291,"palestina",NA,NA,-6.959
"689",1321,629,-9.062,"palestina",NA,NA,-6.933
"690",1317,633,-9.422,"palestina",NA,NA,-6.959
"691",1313,637,-9.603,"palestina",NA,NA,-7.161
"692",1309,641,-9.325,"palestina",NA,NA,-7.157
"693",1305,645,-9.129,"palestina",NA,NA,-6.934
"694",1302,648,-9.77,"palestina",NA,NA,-7.139
"695",1301,649,-9.355,"palestina",NA,NA,-7.083
"696",1297,653,-9.375,"palestina",NA,NA,-7.045
"697",1294,656,-9.83,"palestina",NA,NA,-7.081
"698",1292,658,-8.142,"palestina",NA,NA,NA
"699",1288,662,-9.301,"palestina",NA,NA,-6.898
"700",1287,663,-9.68,"palestina",NA,NA,-7.242
"701",1283,667,-9.442,"palestina",NA,NA,-6.968
"702",1279,671,-10.204,"palestina",NA,NA,-7.198
"703",1278,672,-9.629,"palestina",NA,NA,-7.048
"704",1273,677,-10.107,"palestina",NA,NA,-7.482
"705",1272,678,-10.131,"palestina",NA,NA,-7.08
"706",1268,682,-9.543,"palestina",NA,NA,-7.028
"707",1264,686,-9.801,"palestina",NA,NA,-7.231
"708",1263,687,-9.757,"palestina",NA,NA,-7.27
"709",1258,692,-9.617,"palestina",NA,NA,-7.03
"710",1257,693,-9.808,"palestina",NA,NA,-7.154
"711",1253,697,-9.501,"palestina",NA,NA,-7.073
"712",1249,701,-9.662,"palestina",NA,NA,-7.105
"713",1248,702,-9.176,"palestina",NA,NA,-6.921
"714",1243,707,-9.267,"palestina",NA,NA,-7.051
"715",1242,708,-9.517,"palestina",NA,NA,-7.039
"716",1238,712,-9.263,"palestina",NA,NA,-6.815
"717",1234,716,-9.67,"palestina",NA,NA,-7.012
"718",1233,717,-9.901,"palestina",NA,NA,-7.451
"719",1228,722,-9.799,"palestina",NA,NA,-7.261
"720",1227,723,-9.362,"palestina",NA,NA,-7.201
"721",1223,727,-9.87,"palestina",NA,NA,-7.178
"722",1219,731,-9.571,"palestina",NA,NA,-6.948
"723",1218,732,-9.619,"palestina",NA,NA,-7.063
"724",1213,737,-9.574,"palestina",NA,NA,-7.21
"725",1212,738,-9.838,"palestina",NA,NA,-7.048
"726",1208,742,-9.405,"palestina",NA,NA,-7.023
"727",1204,746,-9.977,"palestina",NA,NA,-7.034
"728",1203,747,-9.551,"palestina",NA,NA,-7.132
"729",1198,752,-9.047,"palestina",NA,NA,-6.822
"730",1197,753,-9.721,"palestina",NA,NA,-6.981
"731",1193,757,-9.735,"palestina",NA,NA,-7.225
"732",1189,761,-9.974,"palestina",NA,NA,-7.055
"733",1188,762,-9.681,"palestina",NA,NA,-6.99
"734",1183,767,-9.571,"palestina",NA,NA,-7.233
"735",1182,768,-10.065,"palestina",NA,NA,-6.933
"736",1178,772,-9.319,"palestina",NA,NA,-6.929
"737",1174,776,-10.139,"palestina",NA,NA,-7.008
"738",1173,777,-9.932,"palestina",NA,NA,-7.214
"739",1168,782,-9.774,"palestina",NA,NA,-7.128
"740",1167,783,-10.037,"palestina",NA,NA,-7.065
"741",1159,791,-9.85,"palestina",NA,NA,-7.061
"742",1156,794,-9.618,"palestina",NA,NA,-7.088
"743",1152,798,-9.793,"palestina",NA,NA,-7
"744",1145,805,-10.045,"palestina",NA,NA,-7.45
"745",1144,806,-9.834,"palestina",NA,NA,-7.076
"746",1137,813,-10.125,"palestina",NA,NA,-7.078
"747",1133,817,-9.562,"palestina",NA,NA,-6.91
"748",1129,821,-10.198,"palestina",NA,NA,-7.048
"749",1122,828,-10.113,"palestina",NA,NA,-7.149
"750",1121,829,-9.623,"palestina",NA,NA,-6.965
"751",1114,836,-10.142,"palestina",NA,NA,-6.997
"752",1109,841,-9.864,"palestina",NA,NA,-7.082
"753",1107,843,-10.03,"palestina",NA,NA,-7
"754",1099,851,-10.081,"palestina",NA,NA,-7.073
"755",1097,853,-10.339,"palestina",NA,NA,-7.469
"756",1085,865,-9.989,"palestina",NA,NA,-6.781
"757",1073,877,-10.025,"palestina",NA,NA,-6.957
"758",1061,889,-9.992,"palestina",NA,NA,-7.215
"759",1049,901,-9.917,"palestina",NA,NA,-7.144
"760",1038,912,-9.673,"palestina",NA,NA,-6.864
"761",1026,924,-9.212,"palestina",NA,NA,-5.737
"762",1014,936,-9.217,"palestina",NA,NA,-6.729
"763",1002,948,-9.516,"palestina",NA,NA,-7.016
"764",990,960,-9.627,"palestina",NA,NA,-6.926
"765",978,972,-9.779,"palestina",NA,NA,-7.082
"766",972,978,-9.661,"palestina",NA,NA,-7.089
"767",966,984,-9.945,"palestina",NA,NA,-7.243
"768",960,990,-9.733,"palestina",NA,NA,-6.939
"769",953,997,-9.87,"palestina",NA,NA,-6.954
"770",947,1003,-9.765,"palestina",NA,NA,-6.745
"771",941,1009,-9.248,"palestina",NA,NA,-6.311
"772",935,1015,-9.529,"palestina",NA,NA,-6.801
"773",929,1021,-9.755,"palestina",NA,NA,-7.156
"774",923,1027,-9.856,"palestina",NA,NA,-7.387
"775",916,1034,-9.781,"palestina",NA,NA,-7.304
"776",910,1040,-9.807,"palestina",NA,NA,-7.294
"777",904,1046,-9.688,"palestina",NA,NA,-7.091
"778",898,1052,-10.051,"palestina",NA,NA,-7.496
"779",892,1058,-10.228,"palestina",NA,NA,-7.594
"780",885,1065,-9.922,"palestina",NA,NA,-7.499
"781",879,1071,-9.743,"palestina",NA,NA,-7.177
"782",873,1077,-10.056,"palestina",NA,NA,-7.576
"783",867,1083,-9.629,"palestina",NA,NA,-7.231
"784",861,1089,-10.053,"palestina",NA,NA,-7.655
"785",854,1096,-9.675,"palestina",NA,NA,-7.093
"786",850,1100,-10.067,"palestina",NA,NA,-7.508
"787",845,1105,-9.486,"palestina",NA,NA,-7.154
"788",841,1109,-9.649,"palestina",NA,NA,-7.15
"789",836,1114,-9.843,"palestina",NA,NA,-7.553
"790",832,1118,-9.328,"palestina",NA,NA,-7.104
"791",827,1123,-9.004,"palestina",NA,NA,-7.077
"792",823,1127,-8.834,"palestina",NA,NA,-7.049
"793",818,1132,-8.639,"palestina",NA,NA,-6.943
"794",814,1136,-8.502,"palestina",NA,NA,-7.023
"795",809,1141,-8.761,"palestina",NA,NA,-7.067
"796",804,1146,-8.541,"palestina",NA,NA,-7.019
"797",800,1150,-8.408,"palestina",NA,NA,-6.878
"798",795,1155,-8.474,"palestina",NA,NA,-6.975
"799",791,1159,-8.177,"palestina",NA,NA,-6.657
"800",786,1164,-8.374,"palestina",NA,NA,-6.791
"801",782,1168,-8.491,"palestina",NA,NA,-7.174
"802",777,1173,-8.415,"palestina",NA,NA,-6.877
"803",773,1177,-8.6,"palestina",NA,NA,-6.983
"804",768,1182,-8.337,"palestina",NA,NA,-6.793
"805",764,1186,-8.37,"palestina",NA,NA,-6.724
"806",759,1191,-8.494,"palestina",NA,NA,-6.994
"807",754,1196,-8.929,"palestina",NA,NA,-7.421
"808",750,1200,-8.997,"palestina",NA,NA,-7.25
"809",745,1205,-9.187,"palestina",NA,NA,-7.221
"810",741,1209,-8.84,"palestina",NA,NA,-7.042
"811",736,1214,-8.938,"palestina",NA,NA,-6.968
"812",728,1222,-8.887,"palestina",NA,NA,-6.847
"813",721,1229,-8.533,"palestina",NA,NA,-7.073
"814",713,1237,-8.886,"palestina",NA,NA,-7.213
"815",705,1245,-9.376,"palestina",NA,NA,-7.266
"816",697,1253,-9.646,"palestina",NA,NA,-7.166
"817",689,1261,-9.698,"palestina",NA,NA,-7.241
"818",681,1269,-10.377,"palestina",NA,NA,-7.579
"819",673,1277,-9.773,"palestina",NA,NA,-7.418
"820",665,1285,-9.523,"palestina",NA,NA,-7.365
"821",658,1292,-9.482,"palestina",NA,NA,-7.137
"822",650,1300,-9.318,"palestina",NA,NA,-7.245
"823",642,1308,-9.529,"palestina",NA,NA,-7.613
"824",634,1316,-9.325,"palestina",NA,NA,-7.451
"825",626,1324,-9.023,"palestina",NA,NA,-7.209
"826",618,1332,-8.417,"palestina",NA,NA,-7.061
"827",610,1340,-8.774,"palestina",NA,NA,-7.455
"828",602,1348,-8.644,"palestina",NA,NA,-7.083
"829",595,1355,-8.879,"palestina",NA,NA,-7.39
"830",587,1363,-8.742,"palestina",NA,NA,-7.296
"831",579,1371,-8.039,"palestina",NA,NA,-6.897
"832",571,1379,-8.169,"palestina",NA,NA,-7.131
"833",563,1387,-7.26,"palestina",NA,NA,-6.676
"834",555,1395,-7.938,"palestina",NA,NA,-6.947
"835",547,1403,-7.817,"palestina",NA,NA,-6.643
"836",539,1411,-8.001,"palestina",NA,NA,-6.811
"837",532,1418,-8.066,"palestina",NA,NA,-6.867
"838",524,1426,-8.285,"palestina",NA,NA,-7.181
"839",516,1434,-8.187,"palestina",NA,NA,-6.839
"840",508,1442,-8.451,"palestina",NA,NA,-7.294
"841",500,1450,-7.85,"palestina",NA,NA,-6.784
"842",492,1458,-8.042,"palestina",NA,NA,-7.013
"843",484,1466,-7.457,"palestina",NA,NA,-6.783
"844",476,1474,-7.739,"palestina",NA,NA,-6.759
"845",469,1481,-7.707,"palestina",NA,NA,-6.166
"846",461,1489,-8.043,"palestina",NA,NA,-6.879
"847",453,1497,-7.705,"palestina",NA,NA,-6.75
"848",445,1505,-7.694,"palestina",NA,NA,-7.136
"849",437,1513,-7.442,"palestina",NA,NA,-6.623
"850",429,1521,-7.73,"palestina",NA,NA,-6.896
"851",421,1529,-7.539,"palestina",NA,NA,-6.901
"852",413,1537,-6.853,"palestina",NA,NA,-6.629
"853",-9192,11142,-2.652350044,"pumacocha",NA,NA,-13.83770237
"854",-9142,11092,-1.917717344,"pumacocha",NA,NA,-14.16983981
"855",-9102,11052,-2.184048363,"pumacocha",NA,NA,-14.44907141
"856",-9061,11011,-1.903151359,"pumacocha",NA,NA,-13.02819485
"857",-9021,10971,-1.864304969,"pumacocha",NA,NA,-13.54802036
"858",-8981,10931,-2.018589096,"pumacocha",NA,NA,-13.00246906
"859",-8951,10901,-2.054572879,"pumacocha",NA,NA,-13.43714344
"860",-8910,10860,-2.162845876,"pumacocha",NA,NA,-13.58820995
"861",-8870,10820,-1.904955112,"pumacocha",NA,NA,-13.36720936
"862",-8830,10780,-1.910336436,"pumacocha",NA,NA,-13.04691646
"863",-8790,10740,-2.142752453,"pumacocha",NA,NA,-11.9759136
"864",-8750,10700,-2.327412591,"pumacocha",NA,NA,-11.79286282
"865",-8710,10660,-2.658094442,"pumacocha",NA,NA,-11.87204702
"866",-8670,10620,-2.409127043,"pumacocha",NA,NA,-11.86751855
"867",-8630,10580,-1.977691348,"pumacocha",NA,NA,-11.58984968
"868",-8590,10540,-2.103522941,"pumacocha",NA,NA,-11.41509996
"869",-8550,10500,-1.864971477,"pumacocha",NA,NA,-11.34147562
"870",-8510,10460,-2.082571424,"pumacocha",NA,NA,-11.00531056
"871",-8470,10420,-1.933797809,"pumacocha",NA,NA,-11.03575429
"872",-8431,10381,-2.1809605,"pumacocha",NA,NA,-11.06589166
"873",-8391,10341,-2.002446041,"pumacocha",NA,NA,-11.03273982
"874",-8351,10301,-1.900799166,"pumacocha",NA,NA,-10.52038441
"875",-8312,10262,-1.929153158,"pumacocha",NA,NA,-10.89405785
"876",-8272,10222,-2.117456729,"pumacocha",NA,NA,-11.05444744
"877",-8233,10183,-1.693456294,"pumacocha",NA,NA,-10.77008055
"878",-8193,10143,-1.365592156,"pumacocha",NA,NA,-10.56975634
"879",-8154,10104,-1.452234881,"pumacocha",NA,NA,-10.52381966
"880",-8114,10064,-1.571557253,"pumacocha",NA,NA,-10.7147733
"881",-8075,10025,-2.142041956,"pumacocha",NA,NA,-10.73496952
"882",-8036,9986,-1.93772445,"pumacocha",NA,NA,-10.66181923
"883",-7997,9947,-2.10073705,"pumacocha",NA,NA,-10.80967296
"884",-7958,9908,-1.750487031,"pumacocha",NA,NA,-10.44023968
"885",-7918,9868,-2.639561488,"pumacocha",NA,NA,-10.45583962
"886",-7879,9829,-2.363335071,"pumacocha",NA,NA,-10.91503765
"887",-7840,9790,-2.711741762,"pumacocha",NA,NA,-10.35961603
"888",-7802,9752,-2.594739645,"pumacocha",NA,NA,-10.37742755
"889",-7763,9713,-2.897527212,"pumacocha",NA,NA,-10.44851812
"890",-7724,9674,-2.395363318,"pumacocha",NA,NA,-10.59820005
"891",-7685,9635,-2.050625511,"pumacocha",NA,NA,-10.40067868
"892",-7647,9597,-2.511457228,"pumacocha",NA,NA,-10.51626245
"893",-7608,9558,-2.007280643,"pumacocha",NA,NA,-10.50063674
"894",-7570,9520,-2.704722773,"pumacocha",NA,NA,-10.55608381
"895",-7531,9481,-3.359132048,"pumacocha",NA,NA,-10.72907526
"896",-7493,9443,-2.861292757,"pumacocha",NA,NA,-10.61592205
"897",-7454,9404,-2.498404848,"pumacocha",NA,NA,-10.75879076
"898",-7416,9366,-2.380287271,"pumacocha",NA,NA,-10.52686605
"899",-7378,9328,-3.307251531,"pumacocha",NA,NA,-10.90585314
"900",-7340,9290,-2.896627063,"pumacocha",NA,NA,-10.65338939
"901",-7302,9252,-3.16886305,"pumacocha",NA,NA,-10.92281339
"902",-7264,9214,-3.211128518,"pumacocha",NA,NA,-11.26863647
"903",-7226,9176,-2.725435025,"pumacocha",NA,NA,-11.00800681
"904",-7188,9138,-3.188838257,"pumacocha",NA,NA,-10.85099044
"905",-7151,9101,-2.920726677,"pumacocha",NA,NA,-11.10100303
"906",-7113,9063,-2.947761714,"pumacocha",NA,NA,-10.97826895
